16    300
0    60
0    240
0    420
0    180
0    180
0    300
0    240
0    300
0    360
0    540
0    360
0    300
0    300
0    60
0    480
0    120
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
108    120    114    108    126    72    114    120    108    108    120    84    36    36    48    108    54    108    84    72    108    108    108    114    114    54    108    48    108    42    42    108    108    108    108    108    84    42    120    114    114    120    108    72    36    120    36    48    114    42    84    120    114    120    54    132    108    72    36    114    120    42    108    108    108    108    36    108    120    72    114    114    108    108    42    114    108    114    114    108    114    108    36    108    108    114    114    114    120    108    108    54    108    108    84    36    108    42    108    114    120    120    126    108    96    36    42    114    108    84    42    120    42    54    54    108    162    54    108    108    48    114    42    114    108    108    120    108    96    96    114    126    108    114    114    108    108    36    108    48    108    54    54    114    36    114    54    108    48    54    48    36    108    108    84    114    108    114    114    54    84    96    108    126    108    108    108    114    114    108    108    114    120    114    42    96    108    72    42    72    108    108    114    108    48    108    108    48    126    96    108    114    108    42    126    54    36    48    108    114    108    114    114    108    108    114    72    108    108    108    84    36    120    72    114    108    108    114    108    72    36    108    114    42    126    36    108    108    96    42    54    114    84    108    72    84    108    108    48    108    114    72    48    114    114    96    114    114    108    108    126    120    126    108    42    114    84    114    114    114    108    36    108    108    114    48    48    108    54    108    108    36    114    108    42    54    36    54    108    114    108    108    96    108    114    54    126    120    126    108    108    72    54    108    54    54    108    108    48    114    
108    120    48    108    126    108    114    114    108    108    84    126    108    108    114    108    54    36    126    114    108    36    108    48    108    108    108    114    96    108    84    96    108    108    108    96    156    108    96    114    114    120    48    108    108    108    108    114    48    54    108    120    54    48    36    126    36    54    108    48    120    108    114    108    54    108    108    54    108    42    120    114    36    108    72    114    108    108    114    108    108    42    84    54    108    84    48    114    48    42    114    108    108    108    114    96    96    48    42    114    108    96    132    48    108    108    108    42    36    114    54    120    54    114    108    54    108    108    108    108    36    42    108    114    42    36    120    48    108    120    114    126    108    108    114    108    84    108    108    42    108    96    54    54    108    42    114    114    120    84    108    36    36    36    48    114    48    48    120    54    108    108    108    126    108    108    108    114    114    72    108    48    48    114    114    120    108    114    114    36    42    54    114    108    108    36    108    48    54    54    108    48    42    54    120    54    108    48    108    108    42    108    54    36    108    114    108    108    54    114    48    108    120    120    120    36    108    108    54    108    108    36    54    114    54    108    108    36    126    48    120    96    120    42    72    114    108    108    108    108    114    108    108    114    114    114    114    114    72    42    126    114    120    108    36    114    48    114    120    96    114    108    114    114    48    108    108    108    108    108    120    72    120    108    114    42    108    114    36    108    48    84    114    108    114    36    108    120    126    42    108    114    120    42    108    48    36    36    108    114    
114    108    54    36    132    36    114    42    84    108    126    120    48    108    120    114    108    42    96    120    108    36    114    120    114    108    114    114    108    108    108    48    108    54    108    72    162    108    84    108    114    114    108    108    42    108    108    108    108    36    108    126    114    120    108    132    48    126    114    108    120    108    54    72    114    54    114    126    120    114    114    114    108    114    96    108    108    36    120    48    36    96    108    114    108    114    114    120    120    108    108    36    108    108    72    114    114    114    114    108    96    42    126    114    108    108    108    54    108    42    108    120    114    114    72    114    108    42    96    72    108    114    36    54    84    42    114    108    108    48    42    120    108    54    42    114    36    114    114    114    84    114    108    42    114    42    114    108    114    114    114    108    108    108    36    48    108    84    114    72    114    36    114    126    108    108    108    108    114    54    108    114    120    114    120    126    48    114    42    96    72    108    114    114    108    108    114    108    108    72    108    108    108    120    126    108    42    42    36    114    96    36    48    96    108    96    36    42    114    108    42    114    114    120    120    54    108    36    108    72    114    54    42    42    126    114    108    108    120    84    54    48    114    114    114    114    108    114    48    42    48    108    72    120    114    114    54    108    114    114    84    120    48    72    108    108    42    120    54    96    108    114    108    108    108    114    108    114    114    36    114    114    114    108    120    108    108    42    48    114    114    114    114    108    120    108    48    108    96    108    108    114    120    108    36    120    108    108    42    114    
108    120    84    48    126    108    114    108    84    108    126    126    114    108    120    108    42    108    126    120    108    42    120    84    36    36    108    114    108    96    114    114    114    108    108    96    162    108    48    108    114    120    108    108    114    96    108    108    42    72    108    54    36    42    108    54    108    126    96    114    120    48    108    54    108    42    114    126    120    42    114    114    108    42    108    108    114    114    48    108    114    108    48    36    114    120    114    114    42    72    108    48    108    48    114    48    48    72    54    54    84    42    126    108    36    84    96    114    72    114    48    120    48    114    72    108    84    96    108    84    42    114    54    114    108    42    120    96    108    96    114    96    108    36    114    36    108    114    108    114    114    114    108    36    114    114    108    114    96    120    42    108    108    54    108    96    108    114    114    114    114    108    108    126    108    108    108    108    120    108    42    96    120    114    120    48    108    114    120    108    96    48    114    42    108    54    114    108    54    84    36    120    108    120    48    108    108    96    96    36    114    42    108    42    108    114    114    108    108    72    114    114    120    54    120    108    36    114    108    108    54    108    96    48    126    108    54    108    120    108    120    72    114    108    42    48    36    114    114    96    120    36    108    120    114    84    114    96    114    114    126    42    126    108    36    114    54    108    54    42    108    114    114    108    114    36    84    114    108    108    114    42    120    108    120    114    114    114    108    114    108    114    96    36    114    108    126    114    120    108    48    114    54    96    114    120    108    108    36    48    
108    84    120    108    126    108    54    114    108    108    126    120    108    108    72    114    54    114    54    48    108    108    114    114    108    36    108    114    114    108    108    108    108    114    108    36    156    108    114    108    54    114    108    108    108    120    96    36    108    36    108    120    108    114    48    126    54    132    96    108    126    114    108    108    114    108    108    126    48    48    114    114    48    108    108    72    42    96    114    36    108    108    36    42    42    114    114    114    114    108    36    42    114    108    114    108    114    114    114    48    84    114    54    108    108    54    114    114    48    114    108    120    108    108    108    108    156    114    114    72    114    54    108    126    108    108    114    108    96    120    114    120    42    48    114    108    108    108    114    120    96    114    108    42    108    42    120    42    84    48    108    108    108    108    42    48    114    48    42    84    108    36    54    54    114    114    108    108    114    108    42    72    96    120    96    84    36    48    114    114    120    108    42    108    120    54    114    108    126    54    108    114    48    108    54    48    108    48    108    108    114    108    108    114    108    114    108    36    114    36    108    108    114    114    114    48    108    108    108    108    108    96    108    114    54    108    54    42    120    114    108    120    114    114    108    114    42    108    108    108    114    108    108    108    54    120    54    108    114    108    120    114    120    108    108    108    108    120    42    114    36    108    108    36    108    108    36    108    54    72    114    108    54    96    48    114    108    114    108    120    114    84    114    108    108    108    120    96    120    108    72    108    120    108    108    120    42    84    72    42    
54    48    54    84    126    108    48    114    108    54    126    48    114    108    114    108    120    114    48    120    108    108    42    48    114    108    108    114    108    108    108    36    54    84    108    108    162    108    42    114    54    42    48    42    42    120    108    108    36    108    108    120    72    120    114    132    42    132    114    36    120    108    108    108    108    108    54    126    54    120    108    42    114    108    36    72    48    108    114    108    72    36    108    72    114    84    96    114    120    108    36    108    108    108    114    84    48    42    108    36    120    54    126    108    42    72    108    114    114    114    36    120    108    114    108    108    162    42    48    108    114    114    72    108    48    54    42    36    108    120    114    126    72    108    114    114    108    84    108    120    108    120    36    114    114    114    72    108    42    114    108    84    114    108    36    114    108    114    114    96    42    96    108    126    114    108    48    36    114    108    108    42    120    48    54    126    108    114    114    48    84    84    108    48    114    114    72    84    72    108    42    114    108    120    126    108    84    108    36    114    114    108    114    114    48    48    108    108    108    108    54    114    42    96    108    108    108    108    36    108    54    48    114    84    126    108    108    108    108    108    120    114    120    108    48    114    48    84    108    108    114    108    84    114    114    120    114    36    96    108    48    54    120    108    54    36    108    96    114    108    108    114    36    108    36    114    108    108    108    108    120    42    42    36    48    42    108    114    114    114    108    72    54    42    108    72    72    108    126    108    108    42    120    108    108    84    108    108    96    54    
108    120    114    108    126    108    114    114    48    84    126    108    108    96    42    108    120    72    120    120    108    108    114    114    84    108    108    42    108    108    108    72    84    114    48    96    156    36    54    54    108    114    48    108    108    48    108    108    108    54    108    48    108    120    108    132    108    126    108    108    120    108    108    36    42    48    108    126    120    114    114    114    108    36    36    108    108    114    114    108    108    108    42    114    114    108    54    42    48    54    108    114    108    108    42    108    114    114    108    108    120    120    126    36    114    36    84    114    54    114    36    120    36    114    72    108    162    108    108    108    72    54    114    54    108    36    114    108    108    96    48    108    36    114    114    114    84    108    84    96    108    114    108    108    108    114    114    42    114    114    36    108    108    108    108    114    108    48    114    114    36    96    42    126    108    84    108    42    114    48    108    114    120    114    72    126    36    48    114    108    54    108    114    48    108    48    114    108    126    36    108    114    48    54    126    42    96    36    108    114    114    96    96    108    108    114    96    48    48    108    36    108    108    114    108    108    108    114    42    48    108    72    114    114    126    48    36    108    120    108    120    114    114    108    96    114    108    54    108    48    114    108    54    42    114    114    114    108    114    36    120    120    126    108    108    42    84    114    114    114    108    42    54    108    108    48    84    36    108    108    54    108    54    108    108    114    108    54    108    48    108    108    54    108    54    108    108    114    120    108    48    84    120    36    54    120    108    108    108    108    
42    120    84    36    126    54    114    114    108    36    126    120    108    108    114    108    114    108    72    54    108    108    84    114    108    108    48    114    108    48    84    72    54    96    36    108    126    48    114    108    42    114    108    36    108    120    108    108    108    108    36    120    84    114    108    126    108    126    72    108    108    108    108    54    108    108    42    54    120    48    114    42    108    48    72    48    96    108    96    108    96    108    108    108    114    120    84    114    114    48    108    108    108    36    114    96    114    108    72    48    120    84    126    108    108    108    84    42    108    114    108    48    42    114    114    108    156    114    48    108    108    114    108    114    108    108    48    108    36    120    42    120    36    54    42    48    36    48    108    48    114    108    36    108    108    72    108    108    114    120    96    96    108    72    36    120    108    42    114    42    108    108    108    54    108    84    42    108    120    36    48    42    120    114    114    120    96    114    114    108    114    54    54    108    108    108    108    108    126    108    54    120    108    114    120    108    36    108    96    108    84    108    108    72    108    108    108    36    108    108    54    108    114    54    114    108    36    108    108    108    108    108    84    114    126    42    36    36    120    54    120    114    114    108    108    42    36    48    114    108    120    36    108    54    72    114    114    42    48    48    120    54    120    108    72    108    36    96    114    84    108    108    108    108    108    108    84    108    54    36    114    72    114    108    114    114    108    114    54    114    84    114    42    84    114    108    120    48    120    108    48    108    48    108    108    48    108    108    108    114    
114    48    42    108    132    108    120    48    108    108    120    126    108    108    54    108    114    108    126    114    36    36    108    114    54    108    114    42    54    108    108    114    108    108    108    120    156    36    120    48    48    108    36    42    108    48    36    120    114    54    108    54    48    114    108    96    96    126    108    108    120    114    108    108    108    42    108    126    96    96    114    54    108    108    108    96    108    108    120    120    48    96    108    54    108    114    114    114    48    96    54    108    114    108    114    108    96    114    48    72    120    96    126    108    108    108    36    114    108    114    108    120    108    54    108    114    156    72    84    114    108    114    108    42    114    108    48    72    54    120    114    132    108    108    114    42    108    54    108    114    108    120    108    84    108    84    120    108    120    114    48    108    42    108    42    114    54    72    126    96    42    108    108    126    36    36    114    114    114    108    114    96    120    120    114    120    108    120    114    108    96    108    42    42    36    42    84    120    126    108    36    114    36    72    54    36    108    108    108    96    84    48    114    108    48    108    108    108    108    108    108    108    72    114    114    108    36    84    114    54    108    72    114    108    126    108    72    108    132    108    120    42    54    48    54    114    108    48    108    114    114    108    42    114    42    42    72    108    108    42    126    114    120    108    108    42    108    114    126    114    120    84    84    120    114    108    108    48    108    108    54    54    114    108    108    114    54    72    48    48    108    42    114    36    48    36    120    120    84    108    108    108    120    108    84    120    108    108    108    120    
