16    50
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
15000    0
15000    7500
15000    7500
15000    7500
15000    7500
15000    7500
146    87    672    1337    31    559    2370    1089    33    32    5495    904    1466    143    615    564    226    3016    253    195    38    807    551    304    814    337    4368    577    482    495    231    322    685    12912    325    366    3671    2213    705    328    1681    1117    275    500    2241    733    222    49    1464    222    
5852    3204    4914    22711    1715    6421    31953    9231    2020    1459    14912    3736    7825    1953    9902    10140    4816    14012    5816    8059    1581    14031    2361    4883    7497    4124    127460    3962    5562    11822    3727    4673    10305    206225    7118    6381    59586    17716    36356    7146    12447    15901    9890    11923    93385    41055    12139    2542    23447    4841    
6388    4542    8368    23164    2152    9839    28499    9726    2480    1995    15361    4185    8278    5044    10438    10676    5265    14461    6265    8595    2030    14567    2810    8337    8033    5906    127996    4411    6098    12358    6780    5208    10841    206720    7654    6917    60039    18169    36892    8165    12896    16350    10426    12459    93921    41591    12675    3928    23900    5377    
5795    3845    7775    21024    1577    9135    31855    6370    1869    1402    14657    3481    7574    4089    9845    10083    4561    13757    5561    8002    1326    13974    2106    7744    7440    5202    127403    3707    5505    11765    6187    4504    10248    203364    7061    6324    59335    17465    36299    6428    12192    15646    9833    11866    93328    40998    12082    3020    23196    4784    
5219    2396    7188    21827    1061    8502    31222    8389    1324    869    12638    2848    6941    3428    9312    9550    2542    13124    3542    7254    693    13441    1473    7157    6894    4569    126870    3074    4949    11232    5654    3871    9715    205383    6515    5307    58702    16832    35766    6828    11559    13627    9300    11333    92795    40465    10672    2205    22563    4190    
5443    2628    7419    21275    1250    7483    31453    8620    1525    1050    14255    1231    7172    2289    9493    9731    3918    13355    5082    7650    924    13622    1704    6798    7088    2952    127051    2430    5153    11413    4628    2861    9896    205614    6709    5972    58933    17063    35947    5211    11790    15244    9481    11514    92976    40646    11730    2361    21905    4432    
5574    3220    7554    20071    1363    8872    31592    8759    1646    1181    14394    3218    5185    3530    9624    9862    4298    13494    5298    7781    1063    13753    1843    7523    7219    4939    127182    3444    5284    11544    5966    4241    10027    205753    6840    6103    56946    15076    36078    5621    11929    15383    9612    11645    93107    40777    11861    2682    20807    4563    
4374    1838    7506    22385    1524    9013    31627    8905    1817    1133    14640    3414    7499    4472    7310    9814    4544    13690    5544    5467    1628    13705    2061    7475    7171    5135    127134    3662    5236    11496    5918    4459    9979    205899    5780    6055    59260    17390    36030    7394    12147    15629    9564    9331    93059    40729    11813    1756    23121    4515    
3847    2266    6919    21798    955    8426    31040    8318    1211    546    14053    2827    6912    3885    8989    8135    3957    13103    4957    6371    1619    13118    1474    6888    6584    4548    126547    3075    4649    10909    5331    3872    9392    205312    6205    5468    58673    16803    34351    6807    11560    15042    7885    11010    92472    39050    10134    1983    22534    3928    
5527    3117    7503    22142    1318    8817    31537    8704    1593    1134    14339    3163    7256    3558    9577    9815    4243    11423    5243    7734    1008    13706    1788    7472    7172    4884    127135    3389    5237    11497    5919    4186    9980    205698    6793    6056    59017    17147    36031    7047    11874    15328    9565    11598    93060    40730    11814    2611    22878    4516    
5396    2582    7779    22658    1789    9286    31900    9178    2099    1406    14913    3687    7772    4745    9849    10087    4817    13963    5817    6729    1953    11166    2334    7748    7444    5408    127407    3935    5509    11769    6101    4732    10252    206172    7065    6328    59533    17663    36303    7667    12420    15902    9837    9543    93332    41002    12086    2073    23394    4788    
5219    2296    7275    21914    1133    7029    31309    8476    1395    928    14111    2463    7028    2434    9371    9609    3062    13211    4123    7312    780    13500    0    7106    6966    3268    126929    1601    5031    11291    4440    2398    9774    205470    6353    5850    58789    16919    35825    5658    10086    15100    9359    11392    92854    40524    11183    2174    22650    4001    
4182    1779    7141    22020    1015    8648    31262    8540    1275    768    14262    3049    7134    4107    9211    9449    2712    13325    5166    5869    931    13340    1696    7110    5270    4770    126769    3297    4871    11131    5553    4094    9614    205534    4891    4154    58895    17025    35665    7029    11782    15251    9199    11232    92694    40364    10561    1857    22756    2614    
6343    4497    8323    23202    2005    9830    32444    9722    1940    1950    15457    4231    8316    5289    10393    10631    5361    14507    6361    8550    3066    14522    2878    8292    7988    5952    124051    4479    6053    12313    6735    5276    10796    206716    7609    6872    60077    18207    36847    8211    12964    16446    10381    12414    89976    41546    12630    2006    23938    5332    
5038    2189    7518    22397    1379    6966    31639    8917    1663    1145    14629    3426    7511    3283    9588    9826    4533    13702    5533    6695    1298    13717    2073    7117    7183    5147    127146    3674    2958    11508    3693    3900    9991    205911    5951    6067    59272    17402    36042    7406    12159    15618    9576    11609    93071    40741    11825    2064    23133    4503    
6707    4861    8687    23566    2512    10194    32808    10086    2869    2314    15821    4595    8680    4634    10757    10995    5725    14871    6725    8914    2600    14886    3242    7725    8352    6316    128315    4843    6417    8049    7099    5640    11160    207080    7973    7236    60441    18571    37211    8575    13328    16810    10745    12778    94240    41910    12994    3788    24302    5696    
5893    2838    7873    22752    1823    9380    31994    9272    2135    1500    15007    3781    7866    4204    9943    10181    4911    14057    5911    7707    1846    14072    2428    7842    7538    5502    127501    4029    5603    11863    3285    4826    7346    206266    7159    6422    59627    17757    36397    7761    12514    15996    9931    11964    93426    41096    12180    2318    23488    4882    
