30    200
42    730
270    1771
290    1911
261    1832
128    1248
323    1938
231    1582
49    829
161    1289
363    1968
188    1442
56    849
320    1923
459    2268
360    2144
85    1027
185    1437
112    1167
287    1769
270    1737
462    2351
161    1413
323    1887
99    1026
201    1474
194    1444
294    1894
102    1051
33    652
346    2038
15    32    21    21    13    15    27    5    34    30    12    9    30    8    23    25    31    5    14    12    34    29    5    8    19    28    16    32    9    16    18    20    18    15    5    9    24    33    18    29    32    6    13    34    13    31    20    19    19    10    7    29    16    30    24    17    7    13    30    20    12    13    20    26    31    18    15    17    8    19    19    26    10    28    17    11    29    22    21    15    6    6    11    18    6    21    8    13    16    14    5    28    15    23    34    18    16    29    29    15    22    24    13    17    12    28    17    26    6    24    31    12    34    29    8    6    20    16    14    16    30    27    12    28    11    9    29    10    31    12    5    27    12    26    10    18    22    9    11    29    7    12    11    10    16    5    18    8    29    24    30    12    28    31    7    11    9    20    20    19    34    7    23    24    33    30    5    20    16    14    32    21    13    16    35    10    19    19    33    21    14    13    29    23    17    9    9    14    28    34    14    32    13    26    18    29    27    31    14    14    
49    45    46    41    52    25    46    37    55    31    47    22    42    34    18    16    67    32    32    28    36    32    30    39    58    15    34    52    51    31    27    42    37    58    10    23    38    92    34    50    54    19    49    43    24    52    58    49    52    39    18    116    51    59    31    55    39    76    57    29    42    26    8    27    43    50    78    43    38    43    49    73    34    48    46    29    26    41    39    41    26    21    41    55    28    43    38    25    46    38    33    57    22    22    46    52    82    32    51    36    53    25    39    45    46    57    32    65    41    57    59    31    89    21    20    12    54    53    37    77    72    61    40    29    4    22    47    21    59    27    34    66    33    28    44    64    36    41    28    72    19    47    28    32    17    31    75    33    39    85    56    18    66    70    42    50    40    48    18    52    43    41    39    83    48    52    12    63    33    51    36    41    8    34    46    38    58    53    38    91    47    31    58    30    53    22    16    36    41    88    69    123    10    65    38    30    53    54    12    10    
59    42    43    32    49    23    62    37    67    49    57    37    52    24    36    14    73    42    30    28    33    16    20    48    68    13    40    58    56    29    24    46    53    55    8    8    42    89    24    60    66    18    42    29    21    58    53    46    49    45    18    116    61    56    20    48    49    81    63    27    52    23    26    25    40    40    78    55    50    53    39    81    32    34    43    42    15    53    48    53    32    7    47    65    40    52    28    22    32    27    35    63    31    40    50    49    82    30    61    26    50    16    48    42    43    54    14    62    36    54    65    35    95    39    32    9    50    50    49    77    73    51    52    38    21    5    59    10    68    36    27    63    19    26    34    61    45    38    26    69    4    36    15    44    35    21    75    45    49    85    46    28    59    79    35    44    46    39    16    55    40    28    36    89    52    61    24    73    15    41    33    51    23    31    55    47    55    62    27    93    56    15    67    48    50    18    12    45    27    85    69    129    25    62    28    27    65    60    22    23    
52    55    29    22    12    52    77    8    70    71    47    41    45    30    58    43    52    39    59    57    48    53    26    40    59    42    26    44    30    58    30    41    61    18    37    45    37    68    30    53    69    47    16    59    28    40    18    59    12    24    27    87    54    19    55    17    46    45    42    56    49    34    48    54    3    43    44    55    47    50    45    97    61    52    44    42    50    56    63    54    21    34    26    58    41    62    30    35    49    34    9    49    46    61    45    12    53    59    54    32    44    41    63    5    31    67    51    64    6    43    51    46    74    61    38    28    23    44    52    48    64    55    50    53    44    42    62    45    83    51    14    26    36    55    28    24    60    8    55    63    41    28    41    47    57    23    46    52    46    51    52    43    32    94    10    12    31    29    45    52    34    23    66    68    47    76    38    66    49    32    52    48    43    25    70    42    30    57    62    56    71    50    82    69    13    34    46    60    45    53    40    106    50    34    34    21    68    46    41    42    
57    37    38    29    44    28    60    32    67    47    54    33    50    21    34    19    68    40    35    33    28    27    17    43    66    18    35    53    51    34    19    41    49    50    13    18    37    84    21    58    66    23    38    35    16    53    49    41    44    40    13    111    59    51    26    44    47    76    58    32    50    18    24    30    35    37    73    55    48    51    36    80    37    35    38    37    21    53    46    53    27    8    42    63    39    50    25    17    31    25    29    58    29    38    45    44    77    35    59    23    45    9    46    37    38    49    27    57    30    49    60    30    90    37    27    4    46    45    49    72    68    48    52    36    20    15    59    16    66    34    23    58    20    31    31    56    43    33    31    64    10    35    12    44    33    18    70    43    47    80    43    26    55    77    31    40    41    36    21    50    35    25    42    84    47    59    24    71    17    38    28    49    19    26    53    42    50    57    33    88    54    19    65    45    45    10    21    43    28    80    64    124    26    57    25    22    65    55    17    18    
36    53    39    42    34    55    70    18    53    68    27    31    29    47    55    46    30    19    55    53    49    59    43    20    37    45    14    23    14    54    34    30    51    40    40    51    27    75    47    37    52    50    38    63    32    18    40    50    34    2    29    87    35    41    61    39    26    39    20    59    29    34    45    57    25    63    49    41    27    30    62    90    57    66    53    32    56    39    56    38    11    45    4    40    22    52    50    33    56    51    13    37    39    54    35    34    62    62    38    49    46    47    56    27    24    65    57    54    28    50    39    38    52    58    29    34    34    31    35    57    52    74    34    46    41    48    45    51    76    44    34    48    53    51    48    46    53    30    51    53    47    48    50    30    54    41    55    35    26    65    69    36    54    87    32    34    9    49    48    42    36    43    69    46    37    69    29    47    55    52    56    28    45    27    63    30    51    47    68    54    58    57    75    67    34    34    49    53    59    75    49    86    47    56    51    23    51    34    45    46    
66    51    40    4    26    47    79    24    80    68    60    47    59    14    55    38    68    50    54    52    41    43    10    53    73    37    39    57    48    53    25    51    63    36    32    34    47    86    14    67    79    42    19    56    23    56    30    55    30    40    27    94    68    37    42    25    57    59    58    51    60    32    45    49    21    25    56    65    58    61    29    99    56    37    26    51    37    66    65    66    34    22    42    72    51    69    12    31    31    18    25    62    48    59    55    30    60    54    68    16    47    34    65    23    40    63    42    71    13    51    64    44    90    58    41    25    27    47    62    55    70    37    64    55    41    33    72    32    85    53    4    44    20    50    10    42    62    26    50    66    31    10    26    57    54    7    53    62    57    63    36    45    36    96    12    21    45    11    40    62    37    5    58    84    57    78    42    80    38    14    49    59    40    28    72    52    48    67    49    73    73    35    84    66    31    27    40    62    30    65    47    114    47    52    18    24    78    59    38    39    
71    53    49    21    42    36    75    38    81    61    69    48    64    11    48    27    80    54    43    41    42    31    7    60    80    26    49    67    62    42    31    58    65    51    21    22    54    95    11    72    80    31    35    45    29    67    46    57    45    52    29    110    73    52    30    41    61    75    70    40    64    34    38    38    36    27    72    69    62    65    26    94    45    36    43    53    25    67    61    67    42    9    54    77    54    65    15    33    34    14    37    72    44    52    62    45    76    43    73    13    56    26    61    38    49    65    30    73    29    60    74    46    102    51    43    21    43    56    63    71    79    38    66    51    34    21    73    20    81    49    20    59    3    39    21    57    58    41    39    75    18    27    19    58    47    10    69    58    61    79    30    41    52    92    28    37    55    28    29    66    46    18    46    96    64    74    38    85    31    28    42    63    33    37    68    59    61    74    37    89    69    23    80    59    46    27    28    58    29    82    63    130    38    67    15    33    79    69    31    32    
53    36    37    24    37    37    66    21    67    53    47    30    46    23    40    28    59    36    44    42    27    35    19    40    60    27    26    44    43    43    5    38    48    43    22    27    34    83    23    54    66    32    31    41    3    44    42    40    37    31    8    100    55    44    38    37    43    65    49    41    46    13    30    39    28    39    62    52    44    47    38    86    46    45    24    36    33    53    52    53    18    18    33    59    36    56    27    16    27    27    19    49    35    44    42    37    66    44    55    25    44    23    52    30    35    48    33    56    19    48    51    29    81    43    23    10    36    44    49    61    64    50    51    42    26    24    59    28    72    40    16    51    29    40    30    49    49    22    40    63    23    27    26    44    39    17    59    49    43    69    45    32    48    83    23    28    32    31    30    49    34    22    51    75    44    65    27    67    31    34    34    45    25    25    59    39    49    54    45    79    60    33    71    51    38    11    30    49    38    66    53    115    32    43    27    21    65    46    23    24    
34    48    34    41    36    50    65    20    48    63    23    24    27    44    50    41    42    17    50    48    44    54    40    16    36    40    2    20    21    49    29    18    46    42    35    46    22    80    44    35    47    45    40    58    27    20    42    45    36    10    24    98    31    43    56    41    24    50    27    54    27    29    40    52    27    60    60    36    25    28    59    85    52    62    48    27    51    34    51    34    6    40    13    40    17    47    48    28    51    48    15    25    34    49    30    36    64    57    36    46    41    42    51    29    21    60    52    49    30    45    27    31    63    53    20    29    36    25    30    59    40    71    32    41    36    43    40    46    71    39    33    50    50    46    47    48    48    29    46    41    42    47    45    25    49    38    57    30    24    67    66    31    56    82    34    36    8    48    43    37    31    42    64    58    32    64    24    48    50    51    51    26    40    22    58    21    46    42    63    66    53    52    70    62    36    29    44    48    55    77    51    98    42    54    48    18    46    22    40    41    
55    52    51    42    55    16    58    47    60    47    53    36    48    35    34    12    76    39    23    20    43    28    33    44    64    11    43    61    60    24    33    47    49    61    6    19    43    97    35    56    59    6    54    43    31    61    61    56    55    48    28    124    57    62    27    60    45    85    66    20    47    33    24    11    46    51    86    48    43    48    50    77    21    46    52    41    22    46    44    46    39    21    50    61    33    48    39    32    44    39    44    66    27    38    51    55    90    28    57    37    58    28    44    48    51    64    28    70    47    62    68    45    98    37    36    20    59    58    42    85    81    62    45    34    20    19    52    17    64    32    41    69    30    22    45    67    41    46    15    77    17    48    29    37    24    34    83    41    46    93    57    24    71    75    47    55    49    49    10    58    48    40    35    92    53    57    17    69    29    52    36    46    24    39    51    43    63    58    34    99    52    27    63    46    56    27    13    41    39    94    77    132    17    71    39    35    58    63    25    26    
