60    50
0    77
0    44
0    55
0    99
0    44
0    99
0    99
0    33
0    99
0    99
0    66
0    33
0    55
0    44
0    22
0    55
0    55
0    11
0    11
0    11
0    77
0    99
0    77
0    11
0    44
0    44
0    77
0    88
0    22
0    11
0    55
0    11
0    44
0    11
0    88
0    88
0    33
0    77
0    77
0    22
0    99
0    88
0    11
0    55
0    77
0    33
0    11
0    77
0    44
0    22
0    88
0    44
0    77
0    66
0    77
0    11
0    33
0    88
0    99
0    88
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
18    7    15    6    18    19    15    18    7    18    18    17    9    7    19    19    19    18    18    7    18    19    18    13    17    13    7    7    19    19    19    15    18    18    7    19    19    17    17    9    6    18    18    18    18    18    19    6    7    8    
18    18    18    18    18    6    18    6    18    6    7    18    6    18    18    7    18    19    9    18    6    13    6    18    18    18    18    18    7    6    7    17    9    18    6    8    18    7    6    7    9    6    18    18    18    9    18    8    18    18    
19    18    18    17    18    6    18    6    8    8    7    18    18    18    18    6    9    19    6    19    9    19    18    7    18    18    18    8    19    8    18    15    18    7    15    18    19    8    18    9    18    15    17    19    18    18    19    19    18    9    
6    15    15    18    17    9    18    18    18    9    8    18    7    8    19    17    18    19    18    17    18    9    18    18    18    19    18    18    19    7    19    18    7    18    18    8    19    6    6    9    9    6    18    7    8    18    18    7    7    18    
9    18    18    18    18    7    6    18    8    8    18    15    18    7    18    6    6    19    8    18    7    19    13    9    18    19    18    18    18    6    8    19    18    9    7    18    7    19    18    18    18    18    7    8    18    18    18    7    6    7    
6    17    15    6    18    18    18    7    18    18    18    18    7    8    19    17    18    9    18    8    18    7    18    6    9    19    18    18    19    18    7    19    7    18    13    9    19    18    18    7    15    6    18    8    17    18    8    17    6    18    
7    8    17    19    6    18    18    18    9    15    18    7    7    18    18    18    18    19    17    18    7    18    18    7    19    17    18    9    15    6    7    19    19    18    18    13    19    18    18    8    19    18    9    19    18    18    18    13    9    19    
6    6    18    9    7    18    19    19    9    7    7    19    18    13    19    19    18    17    18    7    17    18    19    18    9    7    19    13    7    19    7    8    19    9    18    7    15    18    18    19    18    18    18    19    18    19    13    7    18    9    
7    18    18    18    18    18    19    6    18    6    18    13    18    18    15    18    9    8    18    18    18    13    18    18    13    18    18    8    18    18    18    18    8    6    9    17    8    19    18    8    6    18    18    19    18    18    7    18    18    18    
6    15    8    18    19    15    19    18    19    18    19    18    9    13    19    13    15    7    19    19    13    9    19    18    19    19    9    18    7    18    7    17    18    6    9    18    17    18    18    19    8    7    18    9    17    8    8    18    9    7    
7    9    18    18    6    18    7    18    8    7    13    19    18    18    9    8    18    7    9    18    18    18    6    18    13    17    6    18    18    7    9    18    18    18    18    19    19    6    18    7    7    9    6    19    18    18    8    6    18    18    
