80    200
0    84
0    56
0    168
0    28
0    28
0    224
0    252
0    140
0    224
0    84
0    224
0    196
0    196
0    28
0    112
0    112
0    196
0    224
0    112
0    224
0    84
0    84
0    252
0    140
0    84
0    252
0    252
0    224
0    168
0    112
0    252
0    84
0    224
0    84
0    84
0    224
0    168
0    56
0    224
0    168
0    140
0    84
0    168
0    252
0    196
0    168
0    112
0    56
0    252
0    224
0    168
0    224
0    168
0    56
0    140
0    196
0    224
0    196
0    196
0    28
0    28
0    112
0    168
0    56
0    252
0    196
0    112
0    168
0    224
0    84
0    196
0    84
0    56
0    168
0    224
0    112
0    56
0    84
0    224
0    252
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    
51    51    19    48    51    51    48    51    48    51    48    51    33    51    48    48    48    44    51    51    19    48    33    51    50    44    51    48    51    48    51    51    48    48    48    51    51    51    44    51    39    48    48    51    51    48    48    48    51    44    48    25    48    54    54    44    51    48    48    51    51    51    50    33    48    22    44    48    16    48    48    48    54    44    51    25    16    48    51    51    54    48    25    48    44    16    48    50    25    51    48    50    48    48    22    51    54    48    54    54    48    48    54    44    48    54    19    19    33    48    22    60    51    48    48    16    51    50    51    50    54    48    48    48    48    48    51    51    48    51    51    48    48    50    51    51    48    51    51    51    16    44    22    50    48    51    51    51    54    48    48    57    19    48    48    22    48    51    44    48    16    48    16    48    48    39    39    48    51    48    22    19    54    44    44    39    25    48    54    48    48    54    51    51    48    51    48    51    48    48    33    51    33    48    33    54    48    16    51    48    
33    51    51    33    48    48    39    57    48    54    54    51    51    51    48    51    57    51    39    54    51    51    48    50    33    48    51    51    54    16    33    54    16    48    51    57    57    51    16    51    51    48    54    57    19    54    44    48    19    48    48    33    51    51    19    51    50    19    51    51    57    33    51    51    44    44    51    51    48    16    51    48    25    50    51    25    54    39    51    54    51    44    51    50    48    48    51    44    48    51    33    48    51    33    51    54    54    48    50    33    48    51    48    48    51    39    51    33    48    48    51    60    54    48    54    25    51    50    50    48    57    51    48    54    44    54    22    50    54    22    51    51    33    50    44    51    48    48    44    48    48    25    48    33    48    51    48    19    51    48    44    25    39    50    19    48    22    57    22    51    48    48    51    51    22    51    51    51    51    51    25    48    57    50    54    51    48    48    54    54    44    54    33    22    48    48    16    33    50    51    54    51    48    51    57    54    19    51    33    51    
51    51    51    48    19    48    48    51    48    48    33    48    51    39    51    48    48    44    48    48    51    48    44    48    51    48    48    54    51    48    51    51    48    44    33    33    19    51    50    33    33    51    51    54    51    48    51    50    51    48    51    54    48    19    39    16    22    48    39    25    33    50    54    48    48    51    48    22    48    22    51    48    50    48    48    44    51    50    48    16    51    19    50    51    48    51    48    39    48    51    48    51    19    48    48    39    48    33    51    44    48    48    48    19    51    16    48    48    48    48    48    54    54    54    51    48    50    25    39    48    33    48    54    51    54    33    48    39    51    51    54    25    51    54    48    19    48    48    51    48    48    48    51    48    51    48    51    51    51    51    33    60    25    48    25    51    48    51    48    48    48    16    48    51    51    48    50    48    48    25    51    48    22    48    50    48    51    48    48    48    51    54    48    48    51    22    48    51    48    51    50    48    16    48    48    48    19    51    50    48    
54    16    51    51    51    50    51    50    51    48    48    48    51    51    22    51    54    50    48    54    50    51    51    25    51    48    51    51    51    51    51    54    51    50    54    51    54    51    51    48    16    48    19    54    19    39    51    51    50    48    48    54    54    51    51    48    54    48    48    39    51    39    51    48    51    50    54    19    22    51    33    25    57    51    48    48    54    48    48    50    33    51    48    51    39    51    48    16    48    54    51    39    33    48    48    51    54    51    19    33    48    48    48    51    25    22    50    48    51    51    39    57    54    51    54    50    16    25    48    22    57    48    51    50    50    54    48    48    51    51    48    51    51    54    48    51    51    48    48    33    25    25    22    48    48    48    51    51    48    51    51    33    44    51    51    39    50    51    51    16    50    48    51    22    48    22    54    48    54    48    57    48    54    48    54    51    33    33    51    50    33    19    51    48    19    48    19    39    16    48    39    19    51    48    51    48    51    48    54    44    
22    51    51    51    51    22    48    51    48    48    48    51    54    51    44    51    25    51    48    48    51    16    51    16    19    51    51    48    54    48    50    39    50    48    51    51    50    44    51    48    51    51    48    51    51    54    51    33    60    19    51    51    44    51    51    48    51    51    51    33    50    50    51    51    22    50    51    51    22    50    51    48    54    51    33    54    51    48    33    16    44    48    51    48    51    51    39    19    33    51    44    51    48    51    51    51    48    51    51    51    19    39    48    51    51    48    44    51    39    19    48    57    51    51    54    51    50    51    22    48    57    48    33    48    48    54    51    51    51    51    50    19    50    54    51    48    19    50    25    33    19    51    51    48    51    48    50    51    51    54    48    57    39    16    33    48    33    54    51    19    48    16    51    48    22    33    54    51    51    48    54    51    54    51    54    48    51    51    54    39    51    39    51    51    51    22    54    51    48    51    39    48    48    19    16    25    48    51    51    48    
